Tỉnh/Thành phố,Tên trạm,Tổng lượng mưa,Thời gian cập nhập
Tuyên Quang,Du Già 2,0.0,2026-01-24 19:18:00
Tuyên Quang,Du Già 3,1.0,2026-01-24 19:18:00
Tuyên Quang,Giáp Trung,0.0,2026-01-24 19:18:00
Tuyên Quang,Hoàng Khai,0.0,2026-01-24 19:18:00
Tuyên Quang,Huyện Bắc Mê,0.0,2026-01-24 19:18:00
Tuyên Quang,Hà Lang,0.2,2026-01-24 19:18:00
Tuyên Quang,Hòa An,0.0,2026-01-24 19:18:00
Tuyên Quang,Hùng Mỹ,0.0,2026-01-24 19:18:00
Tuyên Quang,Hùng Đức,0.2,2026-01-24 19:18:00
Tuyên Quang,Hồ Ngòi Là,0.0,2026-01-24 19:18:00
Tuyên Quang,Hồ Thầu 1,0.0,2026-01-24 19:18:00
Tuyên Quang,Hồ Thầu 2,0.2,2026-01-24 19:18:00
Tuyên Quang,Hồng Thái,0.2,2026-01-24 19:18:00
Tuyên Quang,Khuôn Hà,0.2,2026-01-24 19:18:00
Tuyên Quang,Khâu Tinh,0.0,2026-01-24 19:18:00
Tuyên Quang,Kim Quan,0.0,2026-01-24 19:18:00
Tuyên Quang,Kiên Đài,0.0,2026-01-24 19:18:00
Tuyên Quang,Kiến Thiết,0.2,2026-01-24 19:18:00
Tuyên Quang,Kỳ Lâm,0.0,2026-01-24 19:18:00
Tuyên Quang,Lao Chải,0.2,2026-01-24 19:18:00
Tuyên Quang,Lao Chải PCTT,0.4,2026-01-24 19:18:00
Tuyên Quang,Linh Hồ,0.0,2026-01-24 19:18:00
Tuyên Quang,Linh Phú,0.2,2026-01-24 19:18:00
Tuyên Quang,Lăng Can 1,0.0,2026-01-24 19:18:00
Tuyên Quang,Lăng Quán,0.2,2026-01-24 19:18:00
Tuyên Quang,Lũng Hồ 1,0.0,2026-01-24 19:18:00
Tuyên Quang,Lạc Nông 1,0.0,2026-01-24 19:18:00
Tuyên Quang,Minh Hương,0.2,2026-01-24 19:18:00
Tuyên Quang,Minh Khương,1.4,2026-01-24 19:18:00
Tuyên Quang,Minh Ngọc,0.0,2026-01-24 19:18:00
Tuyên Quang,Minh Quang,0.0,2026-01-24 19:18:00
Tuyên Quang,Minh Sơn 1,0.0,2026-01-24 19:18:00
Tuyên Quang,Minh Sơn 2,0.0,2026-01-24 19:18:00
Tuyên Quang,Mèo Vạc,0.0,2026-01-24 19:18:00
Tuyên Quang,Mậu Long,0.0,2026-01-24 19:18:00
Tuyên Quang,Mỹ Bằng,0.0,2026-01-24 19:18:00
