Tỉnh/Thành phố,Tên trạm,Tổng lượng mưa,Thời gian cập nhập
Lâm Đồng,"Thuận Hà, Đắk Song",0.0,2026-01-24 19:19:00
Lâm Đồng,Thác Datanla,0.0,2026-01-24 19:19:00
Lâm Đồng,Thạnh Mỹ,0.0,2026-01-24 19:19:00
Lâm Đồng,Thắng Hải,0.0,2026-01-24 19:19:00
Lâm Đồng,Thị trấn Cát Tiên - Cát Tiên,0.0,2026-01-24 19:19:00
Lâm Đồng,Thị trấn Ma Đa Gui - Đạ Huoai,0.0,2026-01-24 19:19:00
Lâm Đồng,Thị trấn Đạ M'Ri - Đạ Huoai,0.0,2026-01-24 19:19:00
Lâm Đồng,Tiên Hoàng - Cát Tiên,0.0,2026-01-24 19:19:00
Lâm Đồng,Tiến Thành,0.0,2026-01-24 19:19:00
Lâm Đồng,Trung tâm hành chính - Đà Lạt,0.0,2026-01-24 19:19:00
Lâm Đồng,"Trúc Sơn, Cư Jút",0.0,2026-01-24 19:19:00
Lâm Đồng,Trường cao đẳng du lịch Đà Lạt,0.0,2026-01-24 19:19:00
Lâm Đồng,Trạm Hành - TP Đà Lạt,0.0,2026-01-24 19:19:00
Lâm Đồng,Tu Tra - Đơn Dương,0.0,2026-01-24 19:19:00
Lâm Đồng,Tà Hine - Đức Trọng,0.0,2026-01-24 19:19:00
Lâm Đồng,Tà Nung - TP Đà Lạt,0.0,2026-01-24 19:19:00
Lâm Đồng,Tân Hà - Lâm Hà,0.0,2026-01-24 19:19:00
Lâm Đồng,Tân Lâm,0.0,2026-01-24 19:19:00
Lâm Đồng,Tân Lập,0.0,2026-01-24 19:19:00
Lâm Đồng,Tân Nghĩa - Di Linh,0.0,2026-01-24 19:19:00
Lâm Đồng,Tân Phước,0.0,2026-01-24 19:19:00
Lâm Đồng,Tân Rai,0.0,2026-01-24 19:19:00
Lâm Đồng,"Tân Thành, Krông Nô",0.0,2026-01-24 19:19:00
Lâm Đồng,Tân Thượng - Di Linh,0.0,2026-01-24 19:19:00
Lâm Đồng,Tân Tiến,0.0,2026-01-24 19:19:00
Lâm Đồng,Tân Đức,0.0,2026-01-24 19:19:00
Lâm Đồng,Vĩnh Hảo,0.0,2026-01-24 19:19:00
Lâm Đồng,Xuân Thọ - Đà Lạt,0.0,2026-01-24 19:19:00
Lâm Đồng,Xuân Trường - TP Đà Lạt,0.0,2026-01-24 19:19:00
Lâm Đồng,Xã Đam'bri - Bảo Lộc,0.0,2026-01-24 19:19:00
Lâm Đồng,phường 2 Bảo Lộc,0.0,2026-01-24 19:19:00
Lâm Đồng,phường 3 Bảo Lộc,0.0,2026-01-24 19:19:00
Lâm Đồng,phường B'Lao,0.0,2026-01-24 19:19:00
Lâm Đồng,phường Bình Thuận,0.0,2026-01-24 19:19:00
Lâm Đồng,phường Bắc Gia Nghĩa,0.0,2026-01-24 19:19:00
Lâm Đồng,phường Cam Ly - Đà Lạt,0.0,2026-01-24 19:19:00
Lâm Đồng,phường Lang Biang - Đà Lạt,0.0,2026-01-24 19:19:00
Lâm Đồng,phường Lâm Viên - Đà Lạt,0.0,2026-01-24 19:19:00
Lâm Đồng,phường Mũi Né,0.0,2026-01-24 19:19:00
Lâm Đồng,phường Nam Gia Nghĩa,0.0,2026-01-24 19:19:00
Lâm Đồng,phường Phước Hội,0.0,2026-01-24 19:19:00
Lâm Đồng,phường Tiến Thành,0.0,2026-01-24 19:19:00
Lâm Đồng,phường Xuân Hương - Đà Lạt,0.0,2026-01-24 19:19:00
Lâm Đồng,phường Xuân Trường - Đà Lạt,0.0,2026-01-24 19:19:00
Lâm Đồng,phường Đông Gia Nghĩa,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Bảo Lâm 1,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Bảo Lâm 2,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Bảo Lâm 3,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Bảo Lâm 4,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Bảo Lâm 5,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Bảo Thuận,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Bắc Ruộng,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Cát Tiên,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Cát Tiên 2,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Cát Tiên 3,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Cư Jút,0.0,2026-01-24 19:19:00
Lâm Đồng,xã D'Ran,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Di Linh,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Gia Hiệp,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Hoài Đức,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Hàm Kiệm,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Hàm Liêm,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Hàm Thuận,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Hàm Thuận Bắc,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Hàm Thạnh,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Hàm Tân,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Hòa Bắc,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Hòa Ninh,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Hòa Thắng,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Hải Ninh,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Hồng Sơn,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Ka Đô,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Kiến Đức,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Krông Nô,0.0,2026-01-24 19:19:00
Lâm Đồng,xã La Dạ,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Lạc Dương,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Nam Ban Lâm Hà,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Nam Dong,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Nam Hà Lâm Hà,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Nam Thành,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Nam Đà,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Nghị Đức,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Nhân Cơ,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Nâm Nung,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Phan Rí Cửa,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Phan Sơn,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Phú Sơn Lâm Hà,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Phúc Thọ Lâm Hà,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Quảng Hòa,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Quảng Khê,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Quảng Lập,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Quảng Phú,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Quảng Tân,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Quảng Tín,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Suối Kiết,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Sông Lũy,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Sơn Mỹ,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Sơn Điền,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Thuận An,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Thuận Hạnh,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Trà Tân,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Trường Xuân,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Tuy Phong,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Tuy Đức,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Tà Hine,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Tà Năng,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Tà Đùng,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Tánh Linh,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Tân Hà Lâm Hà,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Tân Hải,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Tân Lập,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Tân Minh,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Vĩnh Hảo,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Đam Rông 1,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Đam Rông 2,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Đam Rông 3,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Đam Rông 4,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Đinh Trang Thượng,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Đông Giang,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Đơn Dương,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Đạ Huoai,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Đạ Huoai 2,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Đạ Huoai 3,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Đạ Tẻh,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Đạ Tẻh 2,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Đạ Tẻh 3,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Đắk Mil,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Đắk Song,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Đắk Sắk,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Đức An,0.0,2026-01-24 19:19:00
Lâm Đồng,xã Đức Lập,0.0,2026-01-24 19:19:00
Lâm Đồng,Đa Kai,0.0,2026-01-24 19:19:00
Lâm Đồng,Đa Mi,0.0,2026-01-24 19:19:00
Lâm Đồng,Đa Quyn - Đức Trọng,0.0,2026-01-24 19:19:00
Lâm Đồng,Đam Rông,0.0,2026-01-24 19:19:00
Lâm Đồng,Đinh Trang Hòa,0.0,2026-01-24 19:19:00
Lâm Đồng,Đinh Trang Thượng - Di Linh,0.0,2026-01-24 19:19:00
Lâm Đồng,Đoàn Kết,0.0,2026-01-24 19:19:00
Lâm Đồng,Đà Loan - Đức Trọng,0.0,2026-01-24 19:19:00
Lâm Đồng,Đèo Bảo Lộc - Bảo Lộc,0.0,2026-01-24 19:19:00
Lâm Đồng,Đông Thanh - Lâm Hà,0.0,2026-01-24 19:19:00
Lâm Đồng,"Đăk Buk So, Tuy Đức",0.0,2026-01-24 19:19:00
Lâm Đồng,"Đăk Drông, Cư Jút",0.0,2026-01-24 19:19:00
Lâm Đồng,"Đăk Ha, Đăk G'Long",0.0,2026-01-24 19:19:00
Lâm Đồng,"Đăk Hòa, Đắk Song",0.0,2026-01-24 19:19:00
Lâm Đồng,"Đăk Mool, Đắk Song",0.0,2026-01-24 19:19:00
Lâm Đồng,"Đăk Mâm, Krông Nô",0.0,2026-01-24 19:19:00
Lâm Đồng,"Đăk N'Drot, Đăk Mil",0.0,2026-01-24 19:19:00
Lâm Đồng,"Đăk N'Drung, Đắk Song",0.0,2026-01-24 19:19:00
